lanes,is_intersection,is_two_way_street,bike_maneuver,vehicle_maneuver,maneuver_direction,sidewalk_climbs,running_red_light,drive_opposite_direction,bad_roundabout,driving_between_lanes,crossings_without_priority,is_bike_infringement,vehicle_speed_mean,vehicle_speed_min,vehicle_speed_max,distance_mean,distance_min,distance_max,bike_speed_mean,bike_speed_min,bike_speed_max,level,binary_risk
1,0,1,stop,turn left,opposite_direction,0,0,0,0,1,0,1,10.0348506361054,0.0006854328,30.00001,4.04300534065934,1.542379,9.551763,2.15860355479853,0.03666031,4.131727,normal,danger
1,0,0,straight,stop,opposite_direction,0,0,1,0,0,0,1,5.48391126666666e-05,2.30744e-05,8.480244e-05,3.55854132380952,1.741387,7.170089,23.9688576190476,21.62796,26.45151,hard,danger
3,1,1,turn left,stop,same_direction,0,0,0,0,0,1,1,10.9800689927536,6.04807,15.91207,3.32087955797101,1.50492,6.843083,8.51432264492753,5.259229,10.96456,easy,danger
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,45.6095885106383,43.1636,48.05541,4.32492636170212,1.622256,9.386424,21.105699574468,20.98689,21.2454,hard,danger
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,14.1404810526588,4.181231e-05,50.00019,4.28022595739348,1.010088,9.57503,18.6087694686716,9.944214,38.08253,normal,danger
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,25.5135166666666,15.50763,31.91133,3.96660497142857,0.8516786,9.56693,6.35658877380952,5.782759,8.609817,hard,danger
1,0,1,straight,straight,opposite_direction,0,0,1,0,0,0,1,38.2990198113207,35.59505,41.003,3.0052923490566,0.9230707,7.065352,8.48748688679245,7.283944,9.561455,hard,danger
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,12.5768521370719,3.833241e-05,36.00007,4.43032822744186,0.4772242,9.431061,12.745645116279,10.20474,14.58341,hard,danger
1,0,0,straight,stop,opposite_direction,0,0,1,0,0,0,1,9.71470189230769e-05,9.047735e-05,0.0001068596,4.38347624615384,1.056135,9.539465,13.2241395384615,9.828998,16.99798,hard,danger
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,39.3790593805309,29.29919,49.44483,4.73287534513274,1.828222,9.562448,9.72357621238938,6.33949,12.33279,normal,danger
2,1,0,turn_right,turn left,opposite_direction,0,0,1,1,0,0,1,29.923621125,29.64667,30.00001,4.3168044125,1.366452,9.388575,12.974821,12.91263,13.03085,hard,danger
4,1,0,turn left,turn left,opposite_direction,0,0,1,1,1,0,1,8.1628462360539,0.0002967014,16.56028,2.44789652482269,1.045292,7.138791,5.73974420567375,3.156686,8.597594,hard,danger
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,49.7793208264462,48.09488,50.01444,5.40218664462809,1.898211,9.539774,36.7940989256198,35.32813,38.22029,normal,danger
1,1,1,straight,stop,from_right,0,1,1,0,0,1,1,2.12359717961957,0.0001580409,13.99932,3.53496958715596,0.0,9.344932,5.25957366045871,0.01396143,26.4893,normal,collision
