real_risk,lanes,is_intersection,is_two_way_street,bike_maneuver,vehicle_maneuver,maneuver_direction,sidewalk_climbs,running_red_light,drive_opposite_direction,bad_roundabout,driving_between_lanes,crossings_without_priority,vehicle_speed_max,bike_speed_max,level
2,1,1,1,2,2,2,0,1,1,0,0,1,17.9359,16.6268,2
2,1,0,1,2,2,2,0,0,0,0,0,0,19.9999,23.7288,0
1,2,0,1,3,3,3,0,0,0,0,0,0,50,22.7905,1
2,1,1,1,2,2,2,0,0,0,0,0,0,11.904,23.8355,2
2,1,1,1,4,2,2,0,0,0,0,0,0,50.0111,25.4992,2
2,2,1,0,3,1,2,0,0,1,0,0,0,28.2388,7.86037,0
2,2,1,0,3,3,1,1,0,0,0,0,0,22.0199,2.52443,1
2,2,1,1,3,4,2,0,0,1,1,0,1,47.3305,24.8698,1
0,2,0,1,2,2,2,0,0,0,0,0,0,50.0022,27.2839,1
2,1,0,1,2,2,2,0,0,1,0,0,0,30.9999,28.6657,0
2,1,1,1,2,1,0,1,0,1,0,0,1,8.41065e-05,8.98826,1
0,4,1,0,4,4,3,0,0,0,1,0,1,30.0004,14.6982,1
2,1,0,1,2,2,2,0,0,0,0,0,0,50.0012,18.0966,2
1,3,0,1,2,2,3,0,0,0,0,0,0,45.0086,9.95787,1
2,1,1,1,2,4,0,0,0,0,0,0,0,21.7761,2.23762,2
2,4,1,0,4,3,2,0,0,1,0,0,0,30,26.7454,1
1,2,0,1,2,2,3,0,0,0,0,0,0,50.0005,15.1021,1
1,1,1,1,2,2,2,0,0,0,0,0,0,16.795,18.5857,0
2,4,1,0,4,3,2,0,0,1,0,0,0,23.8134,28.5086,1
2,1,0,0,2,1,2,0,0,1,0,0,0,8.25539e-05,20.6645,1
1,1,0,1,2,2,2,0,0,0,0,0,0,50.0002,12.1787,1
1,1,1,0,4,1,1,0,0,0,0,1,1,0.000147387,5.45475,1
2,1,1,1,3,2,0,0,0,0,0,1,0,49,2.12623,1
2,3,1,1,4,2,3,0,0,0,0,0,1,43.142,16.7056,1
2,1,0,0,2,1,2,0,0,1,0,0,0,0.00016559,22.7324,1
2,2,1,1,3,2,0,0,0,0,0,0,0,20.0016,22.2334,1
2,3,0,1,2,2,3,0,0,0,0,0,0,52.8335,24.4212,2
2,2,0,1,2,2,3,0,0,0,0,0,0,36.3776,16.2153,1
2,3,1,1,2,1,3,0,0,1,0,0,1,4.86639,5.45057,1
2,2,1,0,4,2,2,0,0,1,1,0,1,12.1525,30.9665,2
1,1,0,1,2,2,3,0,0,0,0,0,0,20.0003,13.2647,2
1,4,1,0,3,3,3,0,0,0,0,0,0,30.002,27.1895,1
2,3,0,1,2,2,3,0,0,0,0,1,1,64,16.2413,1
1,1,0,1,2,2,3,0,0,0,0,0,0,50.0002,15.8271,1
2,3,1,0,4,4,3,1,0,0,1,1,1,14.7833,11.2011,2
2,1,0,1,2,2,3,1,0,0,0,0,0,45.0003,54.38,2
2,2,0,1,2,2,3,0,0,0,0,0,0,49.6834,15.3245,1
2,2,0,1,0,2,3,0,0,0,0,0,0,23.009,16.5628,2
2,1,1,1,2,1,1,1,1,0,0,0,1,9.17622e-05,16.4229,0
2,2,0,1,2,2,3,0,0,0,0,0,0,50,22.295,2
2,2,0,1,2,2,3,0,0,0,0,0,0,50.0012,18.0617,0
2,2,0,1,2,2,3,0,0,0,0,0,0,24.5511,33.3698,1
2,1,0,1,2,2,2,0,0,0,0,0,0,20.0002,7.83684,0
2,1,1,1,1,1,3,0,0,0,0,0,0,12.2923,0.068576,1
1,2,1,1,2,2,3,0,0,0,0,0,0,50.0171,19.1653,1
2,2,0,1,2,2,3,0,0,0,0,0,0,50.0068,19.7072,1
1,1,0,1,2,1,3,0,0,0,0,0,0,7.60224e-06,25.7343,1
1,2,1,1,2,2,3,0,0,0,0,0,0,50.0127,19.3636,1
1,1,0,1,2,2,2,0,0,1,0,0,0,44.7651,22.8007,0
1,1,0,1,2,2,3,0,0,0,0,0,0,50.0001,11.8866,1
2,2,1,1,2,4,1,0,0,0,0,0,0,4.32003,9.8861,1
2,2,0,1,2,2,2,0,0,1,0,0,0,63.2979,10.6164,1
2,1,0,1,2,1,2,0,0,1,0,0,0,6.04008,24.654,1
2,1,0,0,2,3,3,0,0,0,0,0,0,30,29.2971,2
1,1,0,1,4,2,3,0,0,0,0,0,0,50.0001,11.9197,2
2,2,0,1,2,2,3,0,0,0,0,0,0,37.0507,15.3245,1
1,1,1,1,2,2,2,0,1,0,0,0,1,50.0015,41.0372,0
2,1,0,1,2,2,2,1,0,1,0,0,0,25.0008,5.3139,0
2,1,0,1,2,2,3,0,0,0,0,0,0,19.9999,13.3167,1
2,2,1,1,2,4,0,0,0,1,0,0,1,14.0956,11.9405,1
2,2,1,1,2,2,3,0,0,1,0,0,0,50.0019,21.4874,2
2,2,1,1,3,2,3,0,0,0,0,0,0,50,23.6929,2
2,1,1,1,3,2,2,1,0,0,0,1,1,9.93769,32.0686,1
1,1,0,1,2,2,2,0,0,0,0,0,0,60,34.9157,0
2,2,1,0,3,1,2,0,0,1,1,0,1,0.00592,16.3132,0
2,1,0,1,2,2,2,0,0,0,0,0,0,0.000193643,19.296,1
